round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.25,0.0,0.0,3764.0,386.0,0.0,0.0,0.10894535328924469,313.0,3.0833333333333335,0.0034915536918977137,1.5252804806482017,0.0,,,,,,,,
1,0.25,0.0,0.0,3757.0,386.0,0.0,0.0,0.11028368794326242,311.0,,,,0.0,,,,,,,,
2,0.25,0.0,0.0,3751.0,386.0,0.0,0.0,0.11470281543274244,330.0,,,,0.0,,,,,,,,
3,0.25,0.0,0.0,3758.0,386.0,0.0,0.0,0.11643356643356643,333.0,,,,0.0,,,,,,,,
4,0.25,0.0,0.0,3759.0,386.0,0.0,0.0,0.11054072553045859,323.0,,,,0.0,,,,,,,,
5,0.2500621504039776,0.0005341880341880342,2.0,3744.0,386.0,0.0,0.0025906735751295338,0.11671368124118477,331.0,,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,1.0
6,0.2500621504039776,0.0,0.0,3758.0,386.0,0.0,0.0,0.11013679410733077,314.0,,,,0.0,,,,,,,,
7,0.2500621504039776,0.0,0.0,3782.0,386.0,0.0,0.0,0.11543715846994536,338.0,,,,0.0,,,,,,,,
8,0.2500621504039776,0.0,0.0,3792.0,386.0,0.0,0.0,0.11207194742303701,324.0,,,,0.0,,,,,,,,
9,0.2500621504039776,0.0,0.0,3741.0,386.0,0.0,0.0,0.1146916146916147,331.0,,,,0.0,,,,,,,,
10,0.2500621504039776,0.0,0.0,3778.0,386.0,0.0,0.0,0.11533101045296167,331.0,2.0,0.003463548280390506,1.5258810821589575,0.0,,,,,,,,
11,0.2500932256059664,0.00026191723415400735,1.0,3818.0,386.0,0.0,0.0,0.1101637107776262,323.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
12,0.2500932256059664,0.0,0.0,3792.0,386.0,0.0,0.0,0.10784313725490197,308.0,,,,0.0,,,,,,,,
13,0.2500932256059664,0.0,0.0,3775.0,386.0,0.0,0.0,0.11222375690607735,325.0,,,,0.0,,,,,,,,
14,0.2501243008079552,0.00026469031233456857,1.0,3778.0,386.0,0.0,0.0,0.11291998614478697,326.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
15,0.2501243008079552,0.0,0.0,3813.0,386.0,0.0,0.0,0.11256906077348067,326.0,,,,0.0,,,,,,,,
16,0.2501243008079552,0.0,0.0,3769.0,386.0,0.0,0.0,0.11238293444328824,324.0,,,,0.0,,,,,,,,
17,0.2501243008079552,0.0,0.0,3764.0,386.0,0.0,0.0,0.11215604319052595,322.0,,,,0.0,,,,,,,,
18,0.2501243008079552,0.0,0.0,3777.0,386.0,0.0,0.0,0.11039182282793868,324.0,,,,0.0,,,,,,,,
19,0.2501243008079552,0.0,0.0,3752.0,386.0,0.0,0.0,0.11080523055746731,322.0,,,,0.0,,,,,,,,
20,0.2501243008079552,0.0,0.0,3723.0,386.0,0.0,0.0,0.10924956369982548,313.0,3.4285714285714284,0.0034605224322755363,1.5258772490736106,0.0,,,,,,,,
21,0.2501553760099441,0.0002644802962179318,1.0,3781.0,386.0,0.0,0.0,0.11574886004910558,330.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
22,0.2501864512119329,0.0002644802962179318,1.0,3781.0,386.0,0.0,0.0025906735751295338,0.116991643454039,336.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.2502175264139217,0.0002673082063619353,1.0,3741.0,386.0,0.0,0.0025906735751295338,0.11518324607329843,330.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.2502175264139217,0.0,0.0,3786.0,386.0,0.0,0.0,0.11214953271028037,324.0,,,,0.0,,,,,,,,
25,0.2502175264139217,0.0,0.0,3765.0,386.0,0.0,0.0,0.11482758620689655,333.0,,,,0.0,,,,,,,,
26,0.2502175264139217,0.0,0.0,3750.0,386.0,0.0,0.0,0.11222722549359196,324.0,,,,0.0,,,,,,,,
27,0.2502486016159105,0.0002623983206507478,1.0,3811.0,386.0,0.0,0.0,0.11018998272884284,319.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
28,0.2502486016159105,0.0,0.0,3769.0,386.0,0.0,0.0,0.1128975882558546,323.0,,,,0.0,,,,,,,,
29,0.2502486016159105,0.0,0.0,3744.0,386.0,0.0,0.0,0.11377037807839056,328.0,,,,0.0,,,,,,,,
